1	4212
1	6336
1	7081
1	6550
1	2058
1	4815
1	5436
2	3314
3	4416
3	1720
3	6174
3	4948
4	2107
4	367
4	6135
4	4478
4	2367
4	6918
4	7132
5	7207
5	2022
5	1889
6	929
7	2689
8	3859
8	6565
8	6892
8	4721
8	2419
8	5650
8	3122
8	1943
8	5712
8	3478
8	4679
9	3753
9	7342
9	2503
10	6422
10	6518
10	6225
10	3935
10	2260
10	6658
10	1733
10	3524
11	2832
11	5568
11	6236
11	6729
11	6025
11	1807
12	1018
13	6787
13	4432
13	6896
13	434
13	3939
13	577
13	2823
13	1595
13	200
14	4005
15	6519
15	3279
15	4377
15	5529
15	3125
15	5978
15	1699
15	1020
15	4535
15	4632
15	131
16	7045
16	3748
16	6766
16	5226
16	1552
16	2659
16	2715
16	2889
16	1451
16	2808
16	4002
17	3877
18	4380
18	6760
18	3860
19	3533
19	5903
19	6949
19	202
19	1189
19	2548
19	4319
19	6887
19	4984
19	76
19	4329
19	7247
19	4494
20	44
20	6682
20	1152
20	849
21	6626
21	1182
21	3222
21	1254
21	3602
21	6163
23	6294
23	7208
23	6150
23	394
23	404
23	3761
25	902
25	1106
25	5022
27	4133
28	3463
28	1787
28	5843
29	6670
29	664
29	1390
29	3548
29	3697
29	1033
29	7029
29	1988
29	1631
29	150
30	3233
30	2448
30	64
30	6802
30	1528
31	7309
31	4829
31	3051
31	5928
31	5546
31	2890
31	1295
31	4632
31	894
31	6132
31	2098
31	6122
31	5741
31	6122
31	6676
31	6369
31	4671
31	7335
31	4176
32	5092
32	666
32	4262
32	209
32	4577
32	707
32	1494
32	2897
34	1272
35	6589
35	4636
35	1071
36	3459
37	3788
37	3799
37	5761
37	2036
37	4674
37	6532
37	2143
37	2973
37	1028
37	5596
37	3343
37	1675
37	4486
37	7107
37	564
38	327
38	4152
38	959
38	3597
38	6279
38	666
38	5631
38	3075
38	1525
38	3317
39	3920
39	3717
40	1637
41	5852
41	1944
41	981
41	6710
41	4199
41	1229
41	6112
41	4925
41	767
42	7350
42	7187
42	1922
42	6615
42	6142
42	392
42	5082
42	6987
43	7121
43	2755
43	3848
43	2630
44	28
45	1368
45	6132
45	6897
45	6424
45	4776
45	4593
45	5895
46	6279
46	803
46	3801
46	5470
47	5697
47	5920
47	6830
47	3693
47	2336
47	6013
47	7124
47	153
47	4965
47	6855
47	3853
47	5095
47	5324
47	3834
47	3392
47	1466
47	684
47	5414
47	4129
47	4214
47	3700
47	3058
47	3337
47	6139
47	3374
47	482
47	3589
47	641
49	2372
49	5458
49	2958
49	1366
49	2363
49	428
49	656
51	1930
51	3030
51	3610
51	4854
51	1626
52	2481
54	4036
56	6650
56	3914
56	4163
56	4764
59	685
59	3455
59	4841
59	927
59	1717
59	4923
59	5260
60	750
61	7190
61	3708
61	1963
61	1470
61	57
61	7156
61	4100
61	5552
61	3046
61	2348
61	1220
61	724
62	3495
63	6059
63	2561
63	971
63	832
63	880
63	6809
63	2362
63	483
63	6315
63	2747
65	4043
65	5393
65	2275
65	5394
65	3332
65	7015
65	7274
65	3016
65	5504
65	2849
65	2029
65	7144
65	2889
65	6584
65	5314
65	5587
65	4313
65	4036
65	1888
65	2988
65	1633
65	2696
65	4599
65	756
65	2714
66	5780
66	1432
66	5052
66	6483
66	786
66	6767
66	5951
66	4174
66	2841
66	2399
66	5524
67	863
67	736
67	4345
67	5194
68	3869
68	2173
68	797
68	2565
68	457
68	1005
68	2570
68	4529
68	6166
68	4384
68	2174
68	5265
68	6378
68	1517
68	4025
68	5821
68	6638
68	1167
68	3439
69	1273
69	7200
69	4547
69	1926
69	5567
69	3316
69	2617
69	4488
69	2887
69	6594
70	4510
70	5896
71	5078
71	2507
71	5949
71	1974
71	5080
72	4971
72	1002
73	3069
74	420
74	1383
74	942
75	3489
75	8
75	485
75	3746
75	816
75	6206
75	5521
75	3895
76	3326
77	1308
78	2063
78	2831
78	5666
78	6043
78	5066
78	6399
78	1004
78	5636
82	3386
82	3419
82	7342
83	2000
84	5413
84	138
84	1134
84	822
84	3870
84	2036
84	3587
84	7308
84	2538
84	2265
84	1960
84	1646
84	7031
84	2234
84	6250
84	5639
84	6031
84	4908
84	5857
84	4282
84	6180
84	2836
85	3513
85	489
85	927
85	4153
86	1207
86	3580
86	6999
86	3639
86	6079
86	5331
86	1525
86	5238
86	4376
90	410
90	2942
90	6688
91	5348
91	5569
91	1415
92	4175
92	4484
93	4645
94	6952
95	2337
95	5114
95	6151
95	662
96	5056
97	5526
98	930
98	537
98	3864
98	6574
98	3198
99	2120
100	3021
100	6225
100	6958
100	628
100	4400
100	5131
100	4842
101	3422
101	282
101	7262
101	6140
101	795
101	6405
101	1546
101	1865
102	1489
102	1026
102	2985
102	259
102	7221
102	6875
102	872
102	2952
102	5548
102	4099
102	1804
104	6142
104	6836
104	3356
104	5128
104	5529
104	4441
104	1263
104	3183
105	3870
105	2775
105	2154
105	5209
105	3001
105	2649
105	4183
105	1975
105	844
106	2812
106	5966
106	6358
106	2281
106	5744
106	415
106	536
106	919
106	813
106	2329
106	4844
106	5616
106	6641
106	5508
106	2195
106	1292
106	2274
106	5405
106	5155
106	2984
106	6460
106	4182
108	2470
108	1532
108	650
108	5016
108	2199
108	4702
109	3598
109	4673
109	4285
109	4575
109	5268
109	5432
109	6862
109	6704
109	2226
109	2195
109	1075
109	590
109	4144
109	4186
109	6361
111	1983
111	548
111	395
111	3128
111	3423
111	6940
111	1477
111	50
111	2815
111	2432
111	1062
112	4221
112	2283
112	2004
112	7241
112	3240
112	4752
112	1246
112	1936
112	1055
112	769
112	3942
112	4184
112	80
112	4016
112	6831
112	4832
112	6884
112	3047
112	6427
112	2471
112	3956
112	7168
112	6549
112	2573
112	685
112	718
114	1657
114	5292
114	1671
114	7059
115	1822
116	5567
116	3749
117	6842
117	5689
117	5377
117	2789
118	4544
119	1623
119	1336
119	1164
119	5963
119	6162
119	867
119	5215
119	3870
119	6307
119	125
119	158
119	2053
119	1690
119	11
119	2702
119	5574
119	3353
119	3681
119	1645
119	6248
119	461
119	1076
119	1013
119	845
120	3792
120	2241
121	4492
121	4560
121	5846
121	797
122	5769
122	2781
122	5665
122	201
122	5382
122	5260
123	1989
124	6680
124	1812
124	5223
124	5210
124	5898
124	6904
126	6260
126	1058
126	3921
126	6141
126	3571
126	5165
126	2249
126	5180
126	2419
126	3077
126	3196
126	3293
126	3110
126	4347
126	6455
126	100
126	798
127	1508
128	2036
128	3691
128	6833
128	3555
128	3076
128	4745
128	2709
128	7101
128	702
128	4801
128	2930
128	297
128	1435
128	623
128	3826
128	4299
128	5979
128	2076
128	7159
128	6384
128	62
128	1991
128	1574
128	5769
128	400
128	6639
128	3421
128	3177
128	4228
128	5643
128	6182
128	7026
128	5452
128	5294
128	6645
128	2719
128	2875
128	6366
128	6643
128	2406
128	3190
128	5213
128	6573
128	1471
128	5621
128	4302
128	5977
129	1241
129	6111
129	3931
129	5284
129	458
129	6134
129	6241
129	6570
130	3263
130	3975
131	1263
133	1167
133	5265
133	5905
133	4168
133	4685
133	6495
133	6812
133	3551
133	6546
133	787
133	1776
134	4019
135	1656
135	5310
135	192
135	7341
136	3395
136	6915
136	2679
136	2463
136	3656
136	4000
136	919
136	1084
136	4682
136	1184
136	3118
136	75
136	3773
136	6896
136	3669
136	4734
136	6242
136	6206
136	251
136	2376
136	7090
136	6879
136	6431
136	4372
136	1370
136	5047
136	3459
136	2945
136	1151
136	3608
136	6303
136	4757
136	911
137	5104
137	1239
138	4556
138	3126
138	6353
138	679
138	3090
138	1629
139	1104
140	2105
141	5826
141	1092
141	4076
141	628
141	133
141	723
141	1122
141	6420
141	864
141	3286
142	3928
142	3803
142	3058
142	4090
142	3630
142	4787
142	3032
142	631
144	3205
144	2364
144	4850
144	3813
144	12
145	5761
145	4742
145	3907
145	3551
147	6444
148	4419
151	1661
151	4060
151	5284
151	6805
151	3652
151	607
151	4452
151	4841
151	4541
152	1751
153	1189
153	4629
153	1487
153	121
154	6286
155	745
157	6975
157	4724
157	3629
157	2884
159	2238
159	2013
159	452
159	1393
160	4994
160	7187
160	2700
164	2198
166	2402
167	3618
167	3229
167	684
167	1584
167	7342
167	769
167	5200
167	6402
167	3658
167	1848
167	2559
167	3406
167	1795
167	6593
167	4793
167	6181
167	3495
167	3483
167	2434
168	5590
168	3866
168	4047
168	4488
168	3124
168	343
168	5980
168	2970
168	1350
168	5972
168	7319
168	3779
168	4398
168	753
168	1606
168	4519
168	6329
168	2645
168	4921
168	6161
168	5222
168	4839
168	1420
168	7352
168	5155
168	6301
168	35
170	4064
171	5587
171	105
171	4283
171	919
171	6003
173	756
173	5814
173	3399
173	6233
173	2579
173	3850
173	324
173	3716
173	7034
173	5525
174	4691
174	654
174	6933
174	382
175	1563
175	654
175	938
175	6542
175	6998
181	5758
183	6200
183	4661
183	4277
183	5269
183	2245
183	3980
183	208
183	2791
183	4882
183	291
183	3856
183	3069
183	5410
183	1031
184	4796
184	1477
184	4757
184	4411
184	1650
184	3046
184	1681
184	1845
186	2884
186	5069
186	4364
186	4572
186	4129
187	458
187	5728
187	2710
187	1174
187	1142
189	5600
189	5372
189	1365
189	5032
189	4828
190	2964
191	4486
191	5317
191	3445
191	3490
191	1082
191	6840
192	2871
192	6413
192	4081
194	3890
194	2063
194	2525
194	1931
194	3953
194	6793
194	77
194	3758
194	6500
194	4596
194	2295
194	1839
194	6444
194	5774
194	928
194	2592
194	448
194	2310
194	2142
194	5126
194	2591
194	616
194	79
194	5790
194	2296
194	6044
194	2365
194	189
194	6962
194	1490
195	3634
195	3223
195	6379
195	655
195	2176
195	6738
195	2451
195	796
195	2435
195	4365
196	673
196	903
196	4684
196	1244
196	2961
197	4711
197	3535
197	6768
197	1865
197	4213
197	955
197	6148
197	1155
197	6492
197	756
198	2945
198	4169
198	1943
198	4790
199	2676
200	1707
200	3792
200	5624
200	743
200	1511
200	6226
200	5207
200	4119
200	154
200	4226
203	4139
203	2538
203	1796
203	2610
203	7339
203	2320
203	1445
203	4902
203	4180
203	5972
203	1300
203	1149
203	4655
203	61
203	4914
203	5077
204	4433
204	2803
204	1415
204	1713
204	5978
207	7335
208	4770
209	3408
210	861
210	1690
210	4755
210	3181
210	6359
210	5139
214	5350
215	1317
216	5412
217	3324
217	1703
217	5575
217	1015
217	6287
217	2050
217	2554
217	3459
217	3821
218	2499
218	369
218	5094
220	6674
220	4054
220	1576
220	7094
220	843
220	5979
220	4442
220	2551
220	5884
220	1214
220	3397
221	6877
221	4496
221	7354
222	4547
222	5683
222	4920
222	6835
222	5469
222	2594
222	3428
223	6638
224	4947
224	4174
224	6233
224	6083
224	4142
224	1720
224	1210
226	5212
226	2343
226	5080
226	4615
226	842
226	2144
226	3154
227	6124
227	526
227	2936
227	1697
227	6521
227	2874
227	5413
227	595
227	4601
227	6731
228	4095
228	4495
228	1681
228	3860
228	4055
228	1868
229	3843
229	495
229	3852
229	642
229	5970
229	6474
229	6218
229	4949
230	3937
230	5870
230	4011
230	3973
230	2382
230	3717
231	5806
231	6086
231	3936
231	4031
231	6121
231	5076
231	1092
231	6561
231	5584
231	4398
231	5926
231	6200
231	2075
231	1389
231	5162
231	6994
231	955
231	6302
231	4873
231	6170
232	6375
232	5342
232	6853
232	2824
232	338
232	7004
232	1092
232	7184
232	2551
232	454
232	1618
232	6253
232	5831
232	1648
232	7264
232	2051
232	2541
232	57
233	5572
233	3278
233	2324
233	6994
233	6818
233	6686
233	1737
233	3394
233	6651
233	4857
233	1245
233	3797
233	2098
233	6574
233	5084
233	1142
233	7279
234	4576
234	4735
234	6330
234	5729
234	2746
234	1972
234	5752
234	911
234	806
234	5414
234	2879
234	3421
234	2194
234	2323
234	3649
234	3065
234	4578
235	757
235	6820
235	6474
235	6978
235	6437
236	2439
236	3757
237	6711
237	574
237	1986
237	4686
237	3403
237	5399
237	2193
237	3425
237	3005
237	3616
237	3360
237	1002
237	6945
237	2299
237	6060
237	4124
237	4771
237	6459
237	6755
237	4897
237	1326
237	2340
237	788
238	2584
238	2206
238	398
238	1997
238	5945
238	2827
238	981
239	7164
239	3874
239	3475
239	6549
239	274
239	4390
239	5241
239	6288
239	6201
239	474
239	3198
240	4359
240	4354
240	6644
240	1238
240	2566
240	5302
240	5528
240	1466
240	1364
240	4297
241	1408
241	499
241	6086
242	5229
242	4457
242	6272
242	4839
242	634
242	6247
242	3512
242	5222
242	880
242	2725
242	3841
242	6473
242	6005
242	623
243	6506
243	1803
243	5139
243	1804
243	2970
243	2443
243	5204
243	6443
243	3593
243	1656
243	3286
243	4316
243	1735
243	4723
243	2904
243	1555
243	794
243	5294
244	124
244	6589
244	5781
244	5675
244	2363
244	297
244	7177
244	1465
244	2501
244	1000
244	3831
245	5251
245	4720
245	322
246	2416
246	401
246	5869
246	7160
246	6937
246	3395
246	4602
246	1082
246	5329
247	1523
247	731
247	5606
247	2448
247	4600
247	2762
247	3150
247	7101
247	1465
247	2087
247	1199
247	1425
248	2501
248	6389
248	1501
248	2331
248	3122
248	5972
248	2285
248	5725
248	3746
248	3211
248	4027
248	3632
248	2738
248	6812
248	4504
248	1940
248	5163
248	1097
249	1500
249	2894
249	2759
249	2284
249	1733
249	6996
249	659
249	3634
249	3179
249	6564
249	3700
249	5564
249	1691
249	4005
249	424
249	1625
249	1614
249	751
249	4354
249	6780
249	6172
249	4588
249	5568
249	4184
249	5023
249	5032
249	1380
249	1097
249	5526
249	6552
249	943
249	3626
249	450
249	2329
249	4291
249	758
250	3826
250	3145
250	5308
250	2778
250	1785
250	5105
250	4634
250	563
250	156
250	6748
250	171
250	149
